"","distid","intid","lunch","enrol","ptr","found","expp","revpp","avgsal","drop","choice","psa","year","staff","avgben","cpi","rexpp"
"2863",64090,64,77.8899993896484,410,22.7000007629395,5368,6089,7149,36730,0,12,NA,1998,NA,NA,1.62999999523163,5995.6103515625
"2864",65045,72,39.0999984741211,2970,NA,NA,3577,NA,25302,1.79999995231628,NA,NA,1992,101.699996948242,5552,1.40299999713898,4092.00634765625
"2865",65045,72,38.9000015258789,3094,NA,NA,3705,NA,27465,51.7000007629395,NA,NA,1993,96.5,6334,1.44500005245209,4115.2421875
"2866",65045,72,39.7999992370605,2996,NA,NA,4070,NA,24288,3.5,NA,NA,1994,110,8341,1.48199999332428,4407.79345703125
"2867",65045,72,43.25,2854,23.8999996185303,4228,4725,5183,35788,5,NA,0,1995,NA,NA,1.52400004863739,4976.1318359375
"2868",65045,72,39.1500015258789,2909,23.3999996185303,4531,5060,5526,36833,5.55000019073486,NA,0,1996,NA,NA,1.56900000572205,5176.099609375
"2869",65045,72,39.7299995422363,2952,24,4838,5222,5798,38457,8.5,0,NA,1997,NA,NA,1.60500001907349,5222
"2870",65045,72,40.9199981689453,2913,24.1000003814697,5170,5254,6302,41892,2.59999990463257,0,NA,1998,NA,NA,1.62999999523163,5173.4169921875
"2871",66045,27,38.0999984741211,600,NA,NA,4031,NA,24973,5,NA,NA,1992,115.800003051758,5940,1.40299999713898,4611.3720703125
"2872",66045,27,35,594,NA,NA,4072,NA,25039,0,NA,NA,1993,118.599998474121,5831,1.44500005245209,4522.87890625
"2873",66045,27,41.7000007629395,578,NA,NA,4401,NA,26744,2.40000009536743,NA,NA,1994,115.099998474121,8180,1.48199999332428,4766.26513671875
"2874",66045,27,38.7900009155273,527,18.2999992370605,4486,5533,5991,35475,6.40000009536743,NA,0,1995,NA,NA,1.52400004863739,5827.07666015625
"2875",66045,27,48.560001373291,536,18.6000003814697,4761,5848,6247,37061,1.16999995708466,NA,0,1996,NA,NA,1.56900000572205,5982.1796875
"2876",66045,27,52.0499992370605,495,16.2000007629395,5037,6463,6715,36115,4,2,NA,1997,NA,NA,1.60500001907349,6463
"2877",66045,27,52.560001373291,472,15.8999996185303,5310,6680,7183,38266,3.79999995231628,2,NA,1998,NA,NA,1.62999999523163,6577.5458984375
"2878",66050,27,24.2999992370605,898,NA,NA,3772,NA,25700,1.60000002384186,NA,NA,1992,102.400001525879,5475,1.40299999713898,4315.08203125
"2879",66050,27,29,894,NA,NA,4026,NA,31690,4,NA,NA,1993,89.5,7146,1.44500005245209,4471.78515625
"2880",66050,27,29.8999996185303,839,NA,NA,4471,NA,30469,3.5,NA,NA,1994,100.900001525879,8600,1.48199999332428,4842.07470703125
"2881",66050,27,30.0599994659424,771,21.3999996185303,4485,5196,5561,37978,0,NA,0,1995,NA,NA,1.52400004863739,5472.1650390625
"2882",66050,27,33.9199981689453,766,19.8999996185303,4760,5511,6152,35644,9.96000003814697,NA,0,1996,NA,NA,1.56900000572205,5637.447265625
"2883",66050,27,34.4500007629395,754,21.2000007629395,5037,5677,6318,41398,1.5,5,NA,1997,NA,NA,1.60500001907349,5677
"2884",66050,27,35.8699989318848,734,18.8999996185303,5309,6058,6703,35443,2.59999990463257,12,NA,1998,NA,NA,1.62999999523163,5965.0859375
"2885",66070,27,20.7000007629395,191,NA,NA,5667,NA,26499,0,NA,NA,1992,147.199996948242,6631,1.40299999713898,6482.9189453125
"2886",66070,27,22,197,NA,NA,5806,NA,32927,0,NA,NA,1993,121.800003051758,8014,1.44500005245209,6448.87841796875
"2887",66070,27,23.2000007629395,191,NA,NA,6370,NA,33335,5.09999990463257,NA,NA,1994,120.400001525879,12248,1.48199999332428,6898.68408203125
"2888",66070,27,28.4899997711182,202,15.8000001907349,6465,6712,7375,38033,0,NA,0,1995,NA,NA,1.52400004863739,7068.73974609375
"2889",66070,27,38.5099983215332,192,13.8999996185303,6618,7312,8057,36296,0,NA,0,1996,NA,NA,1.56900000572205,7479.7705078125
"2890",66070,27,37.8199996948242,176,13.3999996185303,6773,7754,8162,36517,0,0,NA,1997,NA,NA,1.60500001907349,7754
"2891",66070,27,50,164,12.1000003814697,6927,8148,8184,33717,0,0,NA,1998,NA,NA,1.62999999523163,8023.03076171875
"2892",67020,54,38.0999984741211,1452,NA,NA,3355,NA,24698,1.29999995231628,NA,NA,1992,92.9000015258789,5722,1.40299999713898,3838.04345703125
"2893",67020,54,40.5999984741211,1492,NA,NA,3548,NA,26651,0.899999976158142,NA,NA,1993,94.6999969482422,5598,1.44500005245209,3940.85791015625
"2894",67020,54,39.9000015258789,1442,NA,NA,4034,NA,27907,0.300000011920929,NA,NA,1994,97.5999984741211,8079,1.48199999332428,4368.8056640625
"2895",67020,54,41.3600006103516,1317,22.3999996185303,4474,4978,5094,36422,1.82000005245209,NA,0,1995,NA,NA,1.52400004863739,5242.57861328125
"2896",67020,54,40.0299987792969,1391,22.3999996185303,4750,4910,5373,36214,6.69999980926514,NA,0,1996,NA,NA,1.56900000572205,5022.65771484375
"2897",67020,54,37.5,1367,20.6000003814697,5028,5559,6101,36448,1,0,NA,1997,NA,NA,1.60500001907349,5559
"2898",67020,54,44.3300018310547,1333,21,5302,5664,6335,38404,4,7,NA,1998,NA,NA,1.62999999523163,5577.12890625
"2899",67050,83,53.5,785,NA,NA,3547,NA,24372,2.59999990463257,NA,NA,1992,103.800003051758,5552,1.40299999713898,4057.68701171875
"2900",67050,83,49.9000015258789,852,NA,NA,3551,NA,26121,7.40000009536743,NA,NA,1993,96.9000015258789,6312,1.44500005245209,3944.19018554688
"2901",67050,83,54.0999984741211,834,NA,NA,3982,NA,17946,3.90000009536743,NA,NA,1994,153.5,5432,1.48199999332428,4312.48974609375
"2902",67050,83,42.0900001525879,829,21.5,4318,4691,5082,34083,3.78999996185303,NA,0,1995,NA,NA,1.52400004863739,4940.32470703125
"2903",67050,83,46.5499992370605,842,21.2000007629395,4611,4873,5466,34296,7.46999979019165,NA,0,1996,NA,NA,1.56900000572205,4984.80859375
"2904",67050,83,56.7900009155273,881,20.3999996185303,4907,5064,5722,35121,6.80000019073486,0,NA,1997,NA,NA,1.60500001907349,5064
"2905",67050,83,52.8400001525879,842,20.3999996185303,5201,5402,6351,36855,7.69999980926514,9,NA,1998,NA,NA,1.62999999523163,5319.1474609375
"2906",67055,83,45.2000007629395,1393,NA,NA,3707,NA,28048,7.80000019073486,NA,NA,1992,94.8000030517578,6049,1.40299999713898,4240.7236328125
"2907",67055,83,43.7999992370605,1462,NA,NA,3732,NA,29196,4.19999980926514,NA,NA,1993,93.5999984741211,7236,1.44500005245209,4145.2314453125
"2908",67055,83,46.5,1425,NA,NA,4284,NA,30633,5.09999990463257,NA,NA,1994,98.3000030517578,9710,1.48199999332428,4639.5546875
"2909",67055,83,48.8899993896484,1398,23.2000007629395,4819,5052,5751,39772,4.67000007629395,NA,0,1995,NA,NA,1.52400004863739,5320.51171875
"2910",67055,83,48,1407,22,5058,5366,6033,39520,0,NA,0,1996,NA,NA,1.56900000572205,5489.12060546875
"2911",67055,83,48.9599990844727,1380,21.6000003814697,5296,5744,6364,40620,3,0,NA,1997,NA,NA,1.60500001907349,5744
"2912",67055,83,46.6599998474121,1385,20.3999996185303,5462,5942,6637,39487,5.19999980926514,14,NA,1998,NA,NA,1.62999999523163,5850.865234375
"2913",67060,54,40.0999984741211,2037,NA,NA,3416,NA,26934,3.59999990463257,NA,NA,1992,92.8000030517578,6198,1.40299999713898,3907.826171875
"2914",67060,54,40,2060,NA,NA,3700,NA,27904,-0.600000023841858,NA,NA,1993,97.6999969482422,6598,1.44500005245209,4109.6884765625
"2915",67060,54,39.2999992370605,2136,NA,NA,4057,NA,28327,6.30000019073486,NA,NA,1994,98.9000015258789,8960,1.48199999332428,4393.71435546875
"2916",67060,54,38.4599990844727,2135,21.1000003814697,4301,4621,5127,34736,2.88000011444092,NA,0,1995,NA,NA,1.52400004863739,4866.60400390625
"2917",67060,54,38.4000015258789,2203,23.2000007629395,4596,4710,5403,38941,13.6199998855591,NA,0,1996,NA,NA,1.56900000572205,4818.06884765625
"2918",67060,54,39.3400001525879,2249,22.1000003814697,4894,4783,5515,38732,2.29999995231628,11,NA,1997,NA,NA,1.60500001907349,4783
"2919",67060,54,41.6100006103516,2290,23.2999992370605,5190,4983,6185,43417,3.40000009536743,31,NA,1998,NA,NA,1.62999999523163,4906.57373046875
"2920",68010,72,53.2000007629395,866,NA,NA,3559,NA,24995,9.69999980926514,NA,NA,1992,103.300003051758,4356,1.40299999713898,4071.41479492188
"2921",68010,72,51.7000007629395,865,NA,NA,3810,NA,26470,9.69999980926514,NA,NA,1993,103.5,4947,1.44500005245209,4231.8681640625
"2922",68010,72,53,888,NA,NA,3815,NA,27186,20.6000003814697,NA,NA,1994,98.5,7657,1.48199999332428,4131.62939453125
"2923",68010,72,56.6399993896484,919,23.7999992370605,4200,4480,5116,41985,10.1999998092651,NA,0,1995,NA,NA,1.52400004863739,4718.10986328125
"2924",68010,72,57.8899993896484,910,22,4506,4840,5711,37230,3.32999992370605,NA,0,1996,NA,NA,1.56900000572205,4951.0517578125
"2925",68010,72,56.1599998474121,926,23.7000007629395,4816,5049,5953,42387,8.80000019073486,0,NA,1997,NA,NA,1.60500001907349,5049
"2926",68010,72,55.0699996948242,945,21,5170,5503,6297,39678,7.19999980926514,0,NA,1998,NA,NA,1.62999999523163,5418.59814453125
"2927",68030,72,0,450,NA,NA,4115,NA,26535,0,NA,NA,1992,113.300003051758,5197,1.40299999713898,4707.46630859375
"2928",68030,72,0,464,NA,NA,4142,NA,28218,4.5,NA,NA,1993,109.900001525879,5723,1.44500005245209,4600.62939453125
"2929",68030,72,0,486,NA,NA,4265,NA,27239,3,NA,NA,1994,109.099998474121,7746,1.48199999332428,4618.9775390625
"2930",68030,72,41.5499992370605,500,21.5,4561,4732,5085,35590,5.26000022888184,NA,0,1995,NA,NA,1.52400004863739,4983.50390625
"2931",68030,72,36.3300018310547,484,20.3999996185303,4828,5281,5630,39506,4.32000017166138,NA,0,1996,NA,NA,1.56900000572205,5402.169921875
"2932",68030,72,36.7999992370605,489,20.8999996185303,5096,5442,5825,40670,3.59999990463257,0,NA,1997,NA,NA,1.60500001907349,5442
"2933",68030,72,41.4199981689453,472,20.6000003814697,5359,5413,6554,39389,1.29999995231628,0,NA,1998,NA,NA,1.62999999523163,5329.978515625
"2934",69020,16,19.7999992370605,2982,NA,NA,3781,NA,30476,5.90000009536743,NA,NA,1992,92.6999969482422,5431,1.40299999713898,4325.3779296875
"2935",69020,16,19.8999996185303,3044,NA,NA,4108,NA,31778,4,NA,NA,1993,95.9000015258789,6171,1.44500005245209,4562.86474609375
"2936",69020,16,20.7999992370605,3172,NA,NA,4262,NA,32835,4.69999980926514,NA,NA,1994,92.9000015258789,8397,1.48199999332428,4615.72900390625
"2937",69020,16,21.7399997711182,3284,22.6000003814697,4661,4995,5362,39940,2.95000004768372,NA,0,1995,NA,NA,1.52400004863739,5260.48193359375
"2938",69020,16,24.1000003814697,3395,21.5,4917,5379,5728,41768,-1.74000000953674,NA,0,1996,NA,NA,1.56900000572205,5502.4189453125
"2939",69020,16,25.9500007629395,3450,21.3999996185303,5173,5507,7239,41961,3.79999995231628,0,NA,1997,NA,NA,1.60500001907349,5507
"2940",69020,16,28.1900005340576,3469,22.5,5423,5785,7356,46964,0.400000005960464,0,NA,1998,NA,NA,1.62999999523163,5696.27294921875
"2941",69030,16,30.7000007629395,734,NA,NA,4977,NA,29662,0.5,NA,NA,1992,116,7347,1.40299999713898,5693.57470703125
"2942",69030,16,33.2000007629395,753,NA,NA,5123,NA,33396,3,NA,NA,1993,107.400001525879,8237,1.44500005245209,5690.25244140625
"2943",69030,16,35.4000015258789,812,NA,NA,5242,NA,27793,7.30000019073486,NA,NA,1994,125.300003051758,9030,1.48199999332428,5677.06494140625
"2944",69030,16,38.0800018310547,818,22.5,5717,5826,6474,42679,0.400000005960464,NA,0,1995,NA,NA,1.52400004863739,6135.6494140625
"2945",69030,16,34.3300018310547,825,21.7999992370605,5870,6013,6620,42421,6.90000009536743,NA,0,1996,NA,NA,1.56900000572205,6150.96533203125
"2946",69030,16,36.1699981689453,840,20.8999996185303,6025,6359,6818,43364,0,0,NA,1997,NA,NA,1.60500001907349,6359
"2947",69030,16,38.8300018310547,830,19.2999992370605,6179,6713,7176,43478,4,0,NA,1998,NA,NA,1.62999999523163,6610.0400390625
"2948",69040,16,40.2000007629395,340,NA,NA,3300,NA,24147,14.6000003814697,NA,NA,1992,98.6999969482422,4735,1.40299999713898,3775.12475585938
"2949",69040,16,44.4000015258789,336,NA,NA,3706,NA,26444,18.3999996185303,NA,NA,1993,101.5,5007,1.44500005245209,4116.35302734375
"2950",69040,16,45.7000007629395,325,NA,NA,4391,NA,16994,6.90000009536743,NA,NA,1994,176.899993896484,4553,1.48199999332428,4755.43505859375
"2951",69040,16,39.6399993896484,332,20.2000007629395,4443,4792,5116,34522,9.77999973297119,NA,0,1995,NA,NA,1.52400004863739,5046.69287109375
"2952",69040,16,37.7200012207031,331,20.2000007629395,4723,5244,6086,32500,26.6000003814697,NA,0,1996,NA,NA,1.56900000572205,5364.3212890625
"2953",69040,16,46.5200004577637,312,15.5,5005,6059,6464,30153,8.60000038146973,0,NA,1997,NA,NA,1.60500001907349,6059
"2954",69040,16,47.6699981689453,332,21.2999992370605,5282,5362,5995,38809,0,2,NA,1998,NA,NA,1.62999999523163,5279.7607421875
"2955",70010,70,13.8999996185303,5666,NA,NA,4492,NA,33449,3.29999995231628,NA,NA,1992,100.900001525879,6841,1.40299999713898,5138.74560546875
"2956",70010,70,14.8000001907349,5759,NA,NA,4952,NA,35558,3.59999990463257,NA,NA,1993,103.599998474121,7394,1.44500005245209,5500.318359375
"2957",70010,70,15.6999998092651,5883,NA,NA,5601,NA,36720,6.09999990463257,NA,NA,1994,105.199996948242,12075,1.48199999332428,6065.8603515625
"2958",70010,70,15.0600004196167,5936,22.2000007629395,5630,5771,6518,47072,3.74000000953674,NA,0,1995,NA,NA,1.52400004863739,6077.72607421875
"2959",70010,70,15.6899995803833,5990,21.2000007629395,5783,6475,6764,48233,5.67999982833862,NA,0,1996,NA,NA,1.56900000572205,6623.56591796875
"2960",70010,70,16.0499992370605,5919,20.5,5938,6700,6999,47851,7.30000019073486,0,156,1997,NA,NA,1.60500001907349,6700
"2961",70010,70,15.8800001144409,6063,22.2999992370605,6092,6641,7540,49890,10.1000003814697,0,108,1998,NA,NA,1.62999999523163,6539.14404296875
"2962",70020,70,27.7999992370605,5405,NA,NA,4859,NA,34285,7.5,NA,NA,1992,104.900001525879,6851,1.40299999713898,5558.5849609375
"2963",70020,70,29.7999992370605,5497,NA,NA,5179,NA,34502,6.5,NA,NA,1993,110.400001525879,7209,1.44500005245209,5752.453125
"2964",70020,70,31.2999992370605,5588,NA,NA,5526,NA,35679,4,NA,NA,1994,108.800003051758,10371,1.48199999332428,5984.6357421875
"2965",70020,70,32.7700004577637,5733,20.7999992370605,5338,6503,7012,43612,5.65999984741211,NA,0,1995,NA,NA,1.52400004863739,6848.6318359375
"2966",70020,70,32.9500007629395,5800,20.3999996185303,5491,6920,7222,44952,5.61999988555908,NA,0,1996,NA,NA,1.56900000572205,7078.7763671875
"2967",70020,70,39.5099983215332,5734,20.6000003814697,5646,6987,7926,47578,2.59999990463257,0,402,1997,NA,NA,1.60500001907349,6987
"2968",70020,70,44.8699989318848,5676,20.3999996185303,5800,7241,8210,47870,7.59999990463257,0,541,1998,NA,NA,1.62999999523163,7129.94189453125
"2969",70040,70,18.5,1492,NA,NA,3598,NA,27756,0.300000011920929,NA,NA,1992,90,5391,1.40299999713898,4116.02978515625
"2970",70040,70,16.8999996185303,1607,NA,NA,3795,NA,28919,1.79999995231628,NA,NA,1993,89.8000030517578,6200,1.44500005245209,4215.20751953125
"2971",70040,70,15.1999998092651,1594,NA,NA,4384,NA,30629,5.19999980926514,NA,NA,1994,92.6999969482422,9365,1.48199999332428,4747.8544921875
"2972",70040,70,15.8299999237061,1358,18.2000007629395,5023,4951,5339,34907,0.920000016689301,NA,0,1995,NA,NA,1.52400004863739,5214.1435546875
"2973",70040,70,15.7600002288818,1408,23.2000007629395,5176,5319,5619,44493,0.579999983310699,NA,0,1996,NA,NA,1.56900000572205,5441.0419921875
"2974",70040,70,16.0499992370605,1520,22,5331,5352,5796,43393,1.10000002384186,0,NA,1997,NA,NA,1.60500001907349,5352
"2975",70040,70,19.9699993133545,1545,21.3999996185303,5485,6055,6261,45196,0.5,0,NA,1998,NA,NA,1.62999999523163,5962.1318359375
"2976",70070,70,13.1000003814697,5116,NA,NA,4560,NA,30889,8,NA,NA,1992,108.099998474121,6068,1.40299999713898,5216.5361328125
"2977",70070,70,18.2999992370605,5344,NA,NA,4560,NA,31908,3.40000009536743,NA,NA,1993,104.099998474121,6711,1.44500005245209,5064.9130859375
"2978",70070,70,13.1999998092651,5610,NA,NA,4797,NA,32462,7.5,NA,NA,1994,102.300003051758,9450,1.48199999332428,5195.1318359375
"2979",70070,70,15.1400003433228,5920,23.5,5112,5053,5622,42444,5.48999977111816,NA,0,1995,NA,NA,1.52400004863739,5321.56494140625
"2980",70070,70,12.0600004196167,6248,22.1000003814697,5265,5544,5894,42570,3.54999995231628,NA,0,1996,NA,NA,1.56900000572205,5671.20458984375
"2981",70070,70,17.6299991607666,6554,21.2999992370605,5420,5726,6041,43493,4.40000009536743,0,NA,1997,NA,NA,1.60500001907349,5726
"2982",70070,70,15.9700002670288,6825,22,5574,5745,6612,45691,3.70000004768372,0,136,1998,NA,NA,1.62999999523163,5656.88671875
"2983",70120,70,21.7000007629395,2648,NA,NA,3614,NA,32550,0.800000011920929,NA,NA,1992,83.5999984741211,6642,1.40299999713898,4134.33349609375
"2984",70120,70,20.1000003814697,2630,NA,NA,3782,NA,32349,1.29999995231628,NA,NA,1993,87.5,7467,1.44500005245209,4200.76806640625
"2985",70120,70,21.5,2679,NA,NA,4007,NA,34374,0.5,NA,NA,1994,83,10317,1.48199999332428,4339.56494140625
"2986",70120,70,22.2399997711182,2304,24.7000007629395,4263,4589,4945,49238,3.63000011444092,NA,0,1995,NA,NA,1.52400004863739,4832.9033203125
"2987",70120,70,20.2999992370605,2362,23.2000007629395,4562,4897,5260,49086,-0.170000001788139,NA,0,1996,NA,NA,1.56900000572205,5009.359375
"2988",70120,70,16.6599998474121,2308,22.2999992370605,4864,5409,5463,51481,0.899999976158142,0,NA,1997,NA,NA,1.60500001907349,5409
"2989",70120,70,17.7299995422363,2362,23.2999992370605,5170,5180,5639,50264,2.59999990463257,0,NA,1998,NA,NA,1.62999999523163,5100.55224609375
"2990",70175,70,5.5,4930,NA,NA,3973,NA,30869,0.899999976158142,NA,NA,1992,95.3000030517578,6056,1.40299999713898,4545.021484375
"2991",70175,70,5.59999990463257,4911,NA,NA,4097,NA,32015,0.699999988079071,NA,NA,1993,96.8000030517578,6418,1.44500005245209,4550.64697265625
"2992",70175,70,6.09999990463257,5349,NA,NA,4856,NA,46596,1.20000004768372,NA,NA,1994,70.5999984741211,13806,1.48199999332428,5259.0283203125
"2993",70175,70,6.57999992370605,4712,25.3999996185303,4692,5218,5656,48877,1.32000005245209,NA,0,1995,NA,NA,1.52400004863739,5495.33447265625
"2994",70175,70,5.73000001907349,4731,24.2000007629395,4945,5599,5982,50368,1.05999994277954,NA,0,1996,NA,NA,1.56900000572205,5727.46630859375
"2995",70175,70,5.42999982833862,4818,23.6000003814697,5197,5863,6359,50492,0.699999988079071,0,NA,1997,NA,NA,1.60500001907349,5863
"2996",70175,70,6.76000022888184,4827,23.5,5444,6009,6906,51618,1.10000002384186,0,NA,1998,NA,NA,1.62999999523163,5916.83740234375
"2997",70300,70,10,1756,NA,NA,4695,NA,33093,1.89999997615814,NA,NA,1992,99.0999984741211,6513,1.40299999713898,5370.97314453125
"2998",70300,70,11.1999998092651,1767,NA,NA,5026,NA,37600,1.70000004768372,NA,NA,1993,92.0999984741211,8619,1.44500005245209,5582.51171875
"2999",70300,70,11.1000003814697,1847,NA,NA,4984,NA,38074,0,NA,NA,1994,88.5,11312,1.48199999332428,5397.65185546875
"3000",70300,70,14.7200002670288,1893,22.2000007629395,5235,5264,5815,42184,3.00999999046326,NA,0,1995,NA,NA,1.52400004863739,5543.779296875
"3001",70300,70,15.5799999237061,1938,22.2999992370605,5388,5426,5994,42601,-0.379999995231628,NA,0,1996,NA,NA,1.56900000572205,5550.4970703125
"3002",70300,70,12.4700002670288,1978,22.2000007629395,5543,5999,6348,44703,0,0,78,1997,NA,NA,1.60500001907349,5999
"3003",70300,70,15.6000003814697,2045,21.2999992370605,5697,6020,6541,44563,0.800000011920929,0,106,1998,NA,NA,1.62999999523163,5927.6689453125
"3004",70350,70,9,3263,NA,NA,3901,NA,28948,4.40000009536743,NA,NA,1992,101.699996948242,5262,1.40299999713898,4462.6552734375
"3005",70350,70,10.1000003814697,3408,NA,NA,4157,NA,32646,2.5,NA,NA,1993,96.0999984741211,6287,1.44500005245209,4617.29052734375
"3006",70350,70,8.80000019073486,3575,NA,NA,4528,NA,33203,3.79999995231628,NA,NA,1994,96.5999984741211,9177,1.48199999332428,4903.8056640625
"3007",70350,70,10.3999996185303,3722,23.3999996185303,4885,5037,5499,43808,2.75,NA,0,1995,NA,NA,1.52400004863739,5304.71435546875
"3008",70350,70,0,3826,21.6000003814697,5117,5162,5847,41801,5.55999994277954,NA,0,1996,NA,NA,1.56900000572205,5280.43994140625
"3009",70350,70,10.0600004196167,4039,22.8999996185303,5308,5513,6108,45030,0.699999988079071,0,NA,1997,NA,NA,1.60500001907349,5513
"3010",70350,70,10.1400003433228,4236,21.2999992370605,5462,5631,6762,43964,6.59999990463257,0,NA,1998,NA,NA,1.62999999523163,5544.634765625
"3011",71050,16,35.5,1029,NA,NA,3052,NA,23663,5.09999990463257,NA,NA,1992,88.4000015258789,6532,1.40299999713898,3491.41845703125
"3012",71050,16,40.2000007629395,1036,NA,NA,3301,NA,25691,9.10000038146973,NA,NA,1993,86.6999969482422,7349,1.44500005245209,3666.50854492188
"3013",71050,16,40.7000007629395,1025,NA,NA,3654,NA,0,14.8000001907349,NA,NA,1994,0,0,1.48199999332428,3957.26733398438
"3014",71050,16,48.2700004577637,977,21.6000003814697,4200,4907,5369,34799,11.9099998474121,NA,0,1995,NA,NA,1.52400004863739,5167.80517578125
"3015",71050,16,46.3800010681152,1009,21.3999996185303,4506,4712,5390,35555,11.710000038147,NA,0,1996,NA,NA,1.56900000572205,4820.11474609375
"3016",71050,16,45.1500015258789,1002,22,4816,5026,5617,40890,8.5,0,NA,1997,NA,NA,1.60500001907349,5026
"3017",71050,16,41.8600006103516,957,20.2999992370605,5170,5922,6336,41259,11.1999998092651,2,NA,1998,NA,NA,1.62999999523163,5831.171875
"3018",71060,16,41,380,NA,NA,3820,NA,22549,2.59999990463257,NA,NA,1992,116.099998474121,4975,1.40299999713898,4369.99267578125
"3019",71060,16,45.7000007629395,394,NA,NA,4048,NA,23700,1.29999995231628,NA,NA,1993,115.800003051758,5344,1.44500005245209,4496.22119140625
"3020",71060,16,40.5999984741211,369,NA,NA,4538,NA,24589,0,NA,NA,1994,120.599998474121,7712,1.48199999332428,4914.6357421875
"3021",71060,16,43.4700012207031,375,21.1000003814697,4739,5021,5727,39293,1.20000004768372,NA,0,1995,NA,NA,1.52400004863739,5287.86376953125
"3022",71060,16,41.189998626709,367,18.7999992370605,4987,5550,6008,38300,0.600000023841858,NA,0,1996,NA,NA,1.56900000572205,5677.34228515625
"3023",71060,16,43.0499992370605,376,18.8999996185303,5234,5744,6016,37356,0,0,NA,1997,NA,NA,1.60500001907349,5744
"3024",71060,16,38.7000007629395,387,18.6000003814697,5462,5782,6496,38995,0,0,NA,1998,NA,NA,1.62999999523163,5693.31884765625
"3025",71080,16,15.6000003814697,892,NA,NA,3314,NA,26160,3.09999990463257,NA,NA,1992,91,5820,1.40299999713898,3791.14038085938
"3026",71080,16,22,959,NA,NA,3294,NA,25458,0,NA,NA,1993,93.9000015258789,5582,1.44500005245209,3658.7333984375
"3027",71080,16,23.3999996185303,962,NA,NA,3573,NA,26070,6.09999990463257,NA,NA,1994,95.0999984741211,7400,1.48199999332428,3869.54443359375
"3028",71080,16,25.9400005340576,905,22,4200,4056,4787,34393,2.52999997138977,NA,0,1995,NA,NA,1.52400004863739,4271.57470703125
"3029",71080,16,21.9899997711182,911,21,4506,4438,5010,36140,2.03999996185303,NA,0,1996,NA,NA,1.56900000572205,4539.828125
"3030",71080,16,20.4500007629395,891,19.6000003814697,4816,5029,5434,36471,7.5,0,NA,1997,NA,NA,1.60500001907349,5029
"3031",71080,16,24.2700004577637,859,17.7000007629395,5170,5190,5838,35460,2.29999995231628,0,NA,1998,NA,NA,1.62999999523163,5110.39892578125
"3032",72000,72,35,1713,NA,NA,3670,NA,25820,6.80000019073486,NA,NA,1992,100.900001525879,5374,1.40299999713898,4198.396484375
"3033",72000,72,35.7999992370605,1732,NA,NA,3949,NA,28190,30.5,NA,NA,1993,98.4000015258789,6055,1.44500005245209,4386.25927734375
"3034",72000,72,36.2999992370605,1747,NA,NA,4208,NA,27690,6.5,NA,NA,1994,111.800003051758,8182,1.48199999332428,4557.2470703125
"3035",72000,72,45.0900001525879,1759,23.1000003814697,4422,4825,5308,36229,2.97000002861023,NA,0,1995,NA,NA,1.52400004863739,5081.44677734375
"3036",72000,72,43.5900001525879,510,23.1000003814697,0,3445,0,36897,0,NA,0,1996,NA,NA,1.56900000572205,3524.0439453125
"3037",72000,72,43.7799987792969,1833,22.7000007629395,4966,5408,5881,37899,5.80000019073486,3,0,1997,NA,NA,1.60500001907349,5408
"3038",72000,72,44.5999984741211,491,23.1000003814697,0,3811,0,40166,NA,0,0,1998,NA,NA,1.62999999523163,3752.54907226562
"3039",72010,72,37.2000007629395,1808,NA,NA,3468,NA,25100,9.30000019073486,NA,NA,1992,94.3000030517578,5179,1.40299999713898,3967.31298828125
"3040",72010,72,40.5999984741211,1828,NA,NA,4018,NA,27712,20,NA,NA,1993,91.9000015258789,6115,1.44500005245209,4462.8994140625
"3041",72010,72,41.2000007629395,1869,NA,NA,4369,NA,15091,7.59999990463257,NA,NA,1994,181.600006103516,4128,1.48199999332428,4731.609375
"3042",72010,72,41.5,1918,22.5,4379,4902,5280,33195,1.95000004768372,NA,0,1995,NA,NA,1.52400004863739,5162.5390625
"3043",72010,72,44.310001373291,1983,22.8999996185303,4666,5059,5529,34388,0,NA,0,1996,NA,NA,1.56900000572205,5175.07666015625
"3044",72010,72,40.7400016784668,2030,21.6000003814697,4955,5374,5970,34821,2.5,0,NA,1997,NA,NA,1.60500001907349,5374
"3045",72010,72,40.8499984741211,1989,21.7999992370605,5240,5394,6451,38033,2.29999995231628,0,NA,1998,NA,NA,1.62999999523163,5311.27001953125
"3046",72020,72,41.2999992370605,1990,NA,NA,3921,NA,25999,12,NA,NA,1992,105.099998474121,6613,1.40299999713898,4485.53466796875
"3047",72020,72,44.0999984741211,2005,NA,NA,4196,NA,29648,7.90000009536743,NA,NA,1993,99,7385,1.44500005245209,4660.60888671875
"3048",72020,72,45.2999992370605,2074,NA,NA,4555,NA,28652,9.19999980926514,NA,NA,1994,107.599998474121,9017,1.48199999332428,4933.04638671875
"3049",72020,72,47.9900016784668,2134,21.5,5024,5272,6097,35471,-5.94999980926514,NA,0,1995,NA,NA,1.52400004863739,5552.20458984375
"3050",72020,72,45.8199996948242,2241,21.2000007629395,5177,5586,6048,36782,0,NA,0,1996,NA,NA,1.56900000572205,5714.16845703125
"3051",72020,72,47.560001373291,2265,21.2999992370605,5332,6009,6288,36906,0.300000011920929,0,NA,1997,NA,NA,1.60500001907349,6009
